,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealerID,DealerName,Dealer Legal Name,Unit Volume,Dealer Group,Membership Type,Expiry Date,Status,Reason,Member Since,Autotrader ID,Aeroplan ID,Finance ID,Street,Town,Region,City Area,Postal Code,Province,Phone,Toll Free,Fax,Website,Website Email Contact,Billing Address,Billing Address 2,Billing City,Billing Postal Code,Billing Province,Billing Country,Billing Phone,Notes,
1485,LEAMINGTON CHEVROLET BUICK GMC LTD.,LEAMINGTON CHEVROLET BUICK GMC LTD.,150-299 units - B,Rafih Automotive Group,Dealer,2013-12-31,Active,Active,2008-07-01,,0,LEAM01,108 Erie Street North,Leamington,Leamington ,Essex County,N8H 0A9,Ontario,519-326-3206,1-866-340-1406,519-326-0051,www.leamingtongm.com,aabouzeeni@leamingtongm.com,,,,,Ontario,,,joined nov 2017 under Rafih Auto Group,
997,LEAMINGTON CHRYSLER (1992) LTD.,LEAMINGTON CHRYSLER (1992) LTD.,300-499 units - C,,Dealer,2013-12-31,Active,Active,2013-12-04,,0,LEAM02,170 Oak Street West,Leamington,Leamington ,Essex County,N8H 2B6,Ontario,519-326-9052,,,www.leamingtonchrysler.ca,mherbert@leamingtonchrysler.com,,,,,Ontario,,,,
998,LEAVENS VOLKSWAGEN,LEAVENS VOLKSWAGEN,300-499 units - C,Leavens Holdings Inc.,Dealer,2013-12-31,Active,Active,2013-11-09,,0,LEAV01,2360 Automall Ave,London,London,Middlesex County,N5V 0B4,Ontario,519-455-2580,,519-659-9670,www.leavensvw.com,chris@leavensvw.com,,,,,Ontario,,,,
999,LECOURS MOTOR SALES,LECOURS MOTOR SALES,0-499 Units - A1,Lecours Motor Sales,Dealer,2014-12-31,Active,Active,2012-04-01,,0,LECO02,50 Government Road,Kapuskasing,Kapuskasing ,Cochrane District,P5N 2W6,Ontario,705-335-8553,,705-335-5699,www.lecoursmotorsales.ca,jl@lmsford.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013
-Rec'd payment on Nov12,2013",
1000,LECOURS MOTOR SALES (HEARST),LECOURS MOTOR SALES (HEARST),150-299 units - B,Lecours Motor Sales,Dealer,2014-12-31,Active,Active,2012-04-01,,0,LECO03,"733 Front Street, Box 607",Hearst,Hearst ,Cochrane District,P0L 1N0,Ontario,705-362-4011,,705-372-1593,www.lecoursmotorsales.ca,pv@lmsford.com,,,,,Ontario,,,"Updated JK July 2nd 2013

sales manager added August 16th JK",
228,LEGGAT CHEVROLET CADILLAC BUICK GMC  LIMITED,LEGGAT CHEVROLET CADILLAC BUICK GMC  LIMITED,500-999 units - A2,Leggat Auto Group ,Dealer,2013-12-31,Active,Active,2013-10-29,ON20071203105204834,0,LEGG02,"2207 Fairview Street, Box 369",Burlington,Burlington ,Halton Region,L7R 3Y3,Ontario,905-333-3700,,905-333-3934,www.leggatchev.com,dleggat@lag.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1002,LEGGAT CHEVROLET LTD.,LEGGAT CHEVROLET LTD.,0-499 Units - A1,Leggat Auto Group ,Dealer,2014-12-31,Active,Active,1993-01-01,,0,LEGG01,360 Rexdale Boulevard,Rexdale,Toronto,Toronto,M9W 1R7,Ontario,416-743-1810,,416-743-0814,www.leggatchev.com,bleggat@lag.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1003,LEGGAT KIA,LEGGAT KIA,500-999 units - A2,Leggat Auto Group ,Dealer,2013-12-31,Active,Active,2011-02-25,,0,LEGG03,814 Guelph Line,Burlington,Burlington ,Halton Region,L7R 3N6,Ontario,905-632-6444,,905-632-3571,www.leggatkia.ca,ptrimble@lag.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1004,LESLIE MOTORS LTD.,LESLIE MOTORS LTD.,300-499 units - C,Leslie Motors Ltd.,Dealer,2013-12-31,Active,Active,2013-11-23,,0,LESL01,"73 Elora Street, Box 279",Harriston,Minto ,Wellington County,N0G 1Z0,Ontario,519-338-2310,,519-338-2430,www.lesliemotors.com,sales@lesliemotors.ca,,,,,Ontario,,,"Updated location JK 
July 2nd 2013",
1005,LESLIE MOTORS LTD. - WALKERTON BRANCH,LESLIE MOTORS LTD. - WALKERTON BRANCH,0-499 Units - A1,Leslie Motors Ltd.,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-11-23,,0,LESL02,1447 Yonge Street,Walkerton,Brockton ,Bruce County,N0G 2V0,Ontario,519-881-1506,,519-881-1140,,leslie@wightman.ca,,,,,Ontario,,,,
1006,LESLIE MOTORS LTD. - WINGHAM BRANCH,LESLIE MOTORS LTD. - WINGHAM BRANCH,0-499 Units - A1,Leslie Motors Ltd.,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-11-23,,0,LESL03,"40453 Amberley Road, Highway 86 East, Box 880",Wingham,North Huron,Huron County,N0G 2W0,Ontario,519-357-3460,,519-357-3259,,leslie@wightman.ca,,,,,Ontario,,,,
2302,Lévis Ford Inc.,,,,Other,2018-08-07,Active,,2018-08-07,,0,,"61, route du Président-Kennedy",,,,G6V6C7,Quebec,4188351915,,,https://www.levisford.net,SONIA.TALBOT@LEVISFORD.NET,,,,,,,,,
1007,LEWIS MOTOR SALES (NORTH BAY) INC.,LEWIS MOTOR SALES (NORTH BAY) INC.,0-499 Units - A1,Lewis Motor Sales Inc.,Dealer,2013-12-31,Inactive,Active,2013-01-17,,0,LESL05,"19 Hewitt Drive, Box 1257",North Bay,North Bay ,Nipping District,P1B 8K5,Ontario,705-472-7220,,705-472-2741,www.lewismotorsinc.com,info@lewismotorsinc.com,76 Mapleview Drive W,,Barrie,,Ontario,,,"Send all invoices to Head Office: 76 Mapleview Drive W., Barrie Attn: Paul Desson",
1008,LEWIS MOTOR SALES - BARRIE,LEWIS MOTOR SALES INC. BARRIE,149 or less units - A,Lewis Motor Sales Inc.,Dealer,2013-12-31,Inactive,Active,2013-01-04,,0,LEWI01,76 Mapleview Drive West,Barrie,Barrie ,Simcoe County,L4N 9H6,Ontario,705-728-3026,,705-733-3807,www.lewismotorsinc.com,info@lewismotorsinc.com,,,,,Ontario,,,Cancelled membership Dec 2017 - BT,
1738,LEWIS MOTOR SALES INC. COLLINGWOOD,LEWIS MOTOR SALES INC. COLLINGWOOD,0-499 Units - A1,Lewis Motor Sales Inc.,Dealer,2013-12-31,Inactive,Active,2013-01-04,,0,LESL04,40 South Service Road,Collingwood,Collingwood ,Simcoe County,L9Y 5A7,Ontario,705-445-2634,,705-445-8013,www.lewismotorsinc.com,info@lewismotorsinc.com,,,,,Ontario,,,Cancelled membership Dec 2017 - BT,
1739,LEWIS MOTOR SALES INC. NEWMARKET,LEWIS MOTOR SALES INC. NEWMARKET,0-499 Units - A1,Lewis Motor Sales Inc.,Dealer,2013-12-31,Inactive,Active,2013-01-04,,0,LESL06,22 Bales Drive West,Newmarket,Newmarket ,York Region,L0G 1V0,Ontario,905-952-2855,,905-952-2859,www.lewismotorsinc.com,dale@lewismotorsinc.com,,,,,Ontario,,,Cancelled membership Dec 2017 - BT,
1740,LEWIS MOTOR SALES INC. OWEN SOUND,LEWIS MOTOR SALES INC. OWEN SOUND,0-499 Units - A1,Lewis Motor Sales Inc.,Dealer,2013-12-31,Inactive,Active,2013-01-04,,0,LESL07,"2100 16th Avenue East, Box 666",Owen Sound,Owen Sound ,Grey County,N4K 5R4,Ontario,519-372-2537,,519-372-3466,www.lewismotorsinc.com,dale@lewismotorsinc.com,,,,,Ontario,,,Cancelled membership Dec 2017 - BT,
1009,LEXUS CANADA,LEXUS CANADA, N/A,,Other,2013-12-31,Inactive,Cancelled Membership,2013-03-19,,0,,1 Toyota Place,Scarborough,Toronto,Toronto,M1H 1H9,Ontario,,,,,,,,,,Ontario,,,,
56,LEXUS DOWNTOWN,2192761 Ontario Inc.,0-499 Units - A1,Downtown Automotive Group,Dealer,2013-12-31,Active,Active,2011-09-16,,0,LEXU04,740 Dundas Street East,Toronto,Toronto,Toronto,M5A 2C3,Ontario,416-603-9100,,416-601-9102,www.lexusdowntown.ca,clina@lexusdowntown.ca,740 Dundas Street East,,Toronto,M5A 2C3,Ontario,Canada,4166039100,"Updated JK 
July 2nd 2013",
1010,LEXUS OF BARRIE,LEXUS OF BARRIE / AUTO GROUP BARRIE INC.,0-499 Units - A1,Aurora Toyota,Dealer,2013-12-31,Active,Active,2010-03-10,,4422,LEXU05,281 Mapleview Drive West,Barrie,Barrie ,Simcoe County,L4N 9E8,Ontario,705-722-7955,,705-722-7425,www.lexusofbarrie.ca,jkaliyas@lexusofbarrie.ca,,,,,Ontario,,,"Updated GM added JK 
July 2nd 2013",
1785,LEXUS OF KINGSTON,LEXUS OF KINGSTON,0-499 Units - A1,Mierins Automotive Group,Dealer,2013-12-31,Active,,2013-07-19,,0,LEXU07,1917 Bath Road ,Kingston,Toronto,Toronto,K7M 4Y3 ,Ontario,613 384-5555,,613 634-1234,,aaron.bedard@lexusofkingston.com,,,,,Ontario,,,,
1011,LEXUS OF LONDON,LEXUS OF LONDON, N/A,Phaeton Automotive Group,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-04,,0,LEXU06,1065 Wharncliffe Road South,London,London,Middlesex County,N6L 1J9,Ontario,519-680-1900,,519-686-0153,,meisan@lexusoflondon.com,,,,,Ontario,,,,
154,LEXUS OF OAKVILLE,Premier Automotive Group Inc.,0-499 Units - A1,,Dealer,2013-12-31,Active,Active,2002-01-03,ON20080421102328562,0,LEXU01,1453 North Service Rd W,Oakville,Oakville ,Halton Region,L6M 2W2,Ontario,905-847-8400,,416-946-1512,www.lexusofoakville.ca,frank@lexusofoakville.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
192,LEXUS OF RICHMOND HILL,LEXUS OF RICHMOND HILL (Div.of Don Valley North Automotive Inc.),500-999 units - A2,Weins Canada,Dealer,2013-12-31,Active,Active,2003-01-20,ON20080611094253231,0,LEXU02,11552 Yonge Street,Richmond Hill,Richmond Hill ,York Region,L4E 3N7,Ontario,905-883-8812,,905-883-4519,www.lexusrh.com,nrana@lexusrh.com,,,,,Ontario,,,,
664,LEXUS OF WINDSOR,LEXUS OF WINDSOR,0-499 Units - A1,Rafih Automotive Group,Dealer,2013-12-31,Active,Active,2013-11-12,,0,EAST07,9375 Tecumseh Road East,Windsor,Windsor ,Essex County,N8R 1A1,Ontario,519-979-1900,,519-979-7835,www.lexusofwindsor.com,james@lexusofwindsor.com,,,,,Ontario,,,Joined Nov 2017,
51,LEXUS ON THE PARK,LEXUS ON THE PARK,500-999 units - A2,Auto Canada Inc,Dealer,2013-12-31,Active,,2010-01-19,,0,LEXU03,1075 Leslie Street,Toronto,Toronto,Toronto,M3C 2J7,Ontario,416-391-1600,,416-391-1660,www.lexusonthepark.ca,abaxter@lexusonthepark.ca,,,,,Ontario,,,"Updated GM added JK 
July 2nd 2013",
1012,LINCOLN HEIGHTS FORD SALES,LINCOLN HEIGHTS FORD SALES,500-999 units - D,,Dealer,2013-12-31,Active,Active,2013-01-10,,0,LINC01,1377 Richmond Road,Ottawa,Ottawa,Ottawa,K2B 6R7,Ontario,613-829-2120,,613-829-7226,www.lincolnheights.com,lbell@lincolnheights.com,,,,,Ontario,,,"Updated GM added JK 
July 2nd 2013",
1014,LINDSAY BUICK GMC LTD,LINDSAY BUICK GMC LTD,0-499 Units - A1,,Dealer,2013-12-31,Active,Active,2013-11-26,,0,LIND01,"150 Angeline Street North, Box 484",Lindsay,Kawartha Lakes,Kawartha Lakes,K9V 4S5,Ontario,705-324-2148,,705-324-2203,www.lindsaygm.ca,pcross@lindsaygm.ca,,,,,Ontario,,,,
1013,LINDSAY DODGE CHRYSLER JEEP,LINDSAY DODGE CHRYSLER JEEP,149 or less units - A,,Dealer,2013-12-31,Active,Active,2000-12-16,,4378,LIND05,"57 McLaughlin Road, Box 51",Lindsay,Kawartha Lakes,Kawartha Lakes,K9V 6B5,Ontario,705-324-6765,,705-324-4691,www.lindsaydodge.ca,dougparks@lindsaydodge.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
335,LINDSAY KIA,AUTO WORLD KIA,149 or less units - A,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-19,,0,AUTO19,"2959 Highway 35 South, Box 484",Lindsay,Kawartha Lakes,Kawartha Lakes,K9V 5G6,Ontario,705-324-5565,,705-324-1127,,autoworldkia@cogeco.net,,,,,Ontario,,,,
1016,LISTOWEL CITY FORD ,HARVEY KROTZ LIMITED,150-299 units - B,,Dealer,2013-12-31,Inactive,,2013-05-21,,0,LIST01,1199 Wallace Avenue North,Listowel,,,N4W 3J1,Ontario,519-291-3520,,519-291-5069,www.listowelcityford.com,pcummings@grandtouringautos.com,,,,,Ontario,,,Did not pay 2018 membership - BT,
1017,LISTOWEL HONDA,LISTOWEL HONDA,149 or less units - A,Stockfish Automotive Group,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-11-01,,0,LIST02,1020 Wallace Avenue North,Listowel,North Perth ,Perth County,N4W 1M5,Ontario,519-291-2490,,519-291-2494,www.listowelhonda.com, sales@listowelhonda.com,,,,,Ontario,,,,
2298,Lloydminster Honda,,,,Other,2018-08-02,Inactive,,2018-08-02,,0,,1904 - 50 Ave.,,,,T9V2W7,Alberta,7808758355,,,www.lloydminsterhonda.ca,DMILNE@RMAUTOGROUP.CA,,,,,,,,,
866,LOCKWOOD KIA,LOCKWOOD KIA INC.,300-499 units - C,J. Lockwood Chrysler Ltd.,Dealer,2013-12-31,Active,Active,1984-01-01,,4312,LOCK01,2400 South Service Rd W,Oakville,,,L6L 5M9,Ontario,905-847-1511,,,www.lockwoodkia.com,mdefreitas@lockwoodchrysler.com,,,,,Ontario,,,"Updated JK 
June 26th 2013",
1019,LONDON CITY CHRYSLER DODGE JEEP,LONDON CITY CHRYSLER DODGE JEEP,500-999 units - D,PFAFF Automotive Group ,Dealer,2013-12-31,Active,,1999-11-25,,0,LIND02,1345 Driver Lane,London,London,Middlesex County,N5V 0B4,Ontario,519-659-2489,1-888-237-5193 ,519-451-8210,www.londoncitychryslerjeep.com,jmchardy@londoncitychrysler.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1886,LONDON CITY MAZDA,LONDON CITY MAZDA,0-499 Units - A1,PFAFF Automotive Group ,Dealer,2014-12-31,Active,,2014-03-20,,0,LOND02,2340 Automall Ave,London,,,N5V 0B4,Ontario,519-204-6753,,,,pcullen@londoncitymazda.com,,,,,Ontario,,,New member march 2018 -BT,
1020,LONDON HONDA CAR SALES,LONDON HONDA CAR SALES,1000 + units - A3,Autopoint Group,Dealer,2013-12-31,Active,Active,2013-11-02,,0,LIND03,560 Wharncliffe Road South,London,London,Middlesex County,N6J 2N4,Ontario,519-649-0889,1-888-335-6442,519-649-1811,www.londonhonda.com,peter@londonhonda.com,,,,,Ontario,,,"Updated JK 
July 18th 2013",
1021,LONDON KIA,LONDON FOREIGN CARS INC.,500-999 units - A2,Autopoint Group,Dealer,2013-12-31,Active,Active,2010-07-19,,0,LIND04,1135 Wharncliffe Road South,London,London,Middlesex County,N6L 1J9,Ontario,519-645-8989,,519-645-8989,www.londonkia.com,rbrown@londonkia.com,,,,,Ontario,,,,
1024,LONDON'S AIRPORT KIA,LONDON'S AIRPORT KIA,0-499 Units - A1,,Dealer,2013-12-31,Active,Active,2011-02-10,,0,LOND05,2284 Dundas Street East,London,London,Middlesex County,N5V 1R5,Ontario,519-451-5555,,519-451-5545,www.kialondon.ca,kshamji@kialondon.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1025,LONGMAN'S MARKHAM KIA,1806684 ONTARIO INC.,300-499 units - C,The Longman Group,Dealer,2013-12-31,Active,Active,2009-10-21,,0,LING01,5396 Highway 7 East,Markham,Markham,York Region,L3P 1B9,Ontario,905-209-1890,,905-209-1904,www.longmansmarkhamkia.ca,estergiou@longmansmarkhamkia.ca,,,,,Ontario,,,,
1958,Loopstra Nixon ,, N/A,,Associate,2015-12-31,Active,Active,2015-11-03,,0,, 135 Queens Plate Dr,Etobicoke,,,M9W 6V7,Ontario,(416) 746-4710,,,www.loopstranixon.com/,rhall@loonix.com,,,,,Ontario,,,,
1995,LOTUS OF OAKVILLE,Peninsula Imported Cars Ltd. o/a Lotus of Oakville,149 or less units - A,,Dealer,2017-12-31,Inactive,,2017-01-04,,0,PENI02,2412 South Service Road West,Oakville,,,L6L 5M9,Ontario,905-847-0838,,905-847-3021,www.lotusofoakville.ca,,,,,,Ontario,,,"New dealership Dec 2016

Did not pay 2018 membership - BT",
2210,Lounsbury Chevrolet (Bathurst),,,,Other,2018-05-03,Active,,2018-05-03,,0,,1870 St. Peter Ave.,,,,E2A7J4,New Brunswick,5065470707,8888800158,,www.lounsburybathurst.com,BRITTANY.QUIGLEY@LOUNSBURYS.COM,,,,,,,,,
2211,Lounsbury Chevrolet (Moncton),,,,Other,2018-05-03,Active,,2018-05-03,,0,,2155 Main St. W.,,,,E1C9P2,New Brunswick,5068574300,8776547373,,www.lounsburymoncton.com,BRITTANY.QUIGLEY@LOUNSBURYS.COM,,,,,,,,,
2216,Lounsbury Chevrolet Buick GMC (Miramichi),,,,Other,2018-05-03,Active,,2018-05-03,,0,,855 King George Hwy.,,,,E1V3M5,New Brunswick,5066222311,8883325896,,www.lounsburyautomiramichi.com,BRITTANY.QUIGLEY@LOUNSBURYS.COM,,,,,,,,,
2212,Lounsbury Chevrolet Pontiac Buick GMC (Dalhousie),,,,Other,2018-05-03,Active,,2018-05-03,,0,,456 William St.,,,,E8C2X7,New Brunswick,5066843341,8882750169,,www.lounsburydalhousie.com,BRITTANY.QUIGLEY@LOUNSBURYS.COM,,,,,,,,,
2217,Lubrico Warranty ,, N/A,,Associate,2018-12-31,Active,,2018-05-04,,0,,2124 Jetstream Road,London,,,W5V3P5,Ontario,5194511900,,,,gerard@lubrico.com,2124 Jetstream Road,,London,W5V3P5,Ontario,,519-451-1900,Added by DC. ,
1028,M-B OAKVILLE AUTOHAUS,M-B OAKVILLE AUTOHAUS,500-999 units - D,AWIN Group,Dealer,2013-12-31,Active,Active,2013-10-11,,0,MBOA01,300 South Service Road West,Oakville,Oakville ,Halton Region,L6K 3X5,Ontario,905-845-6623,,905-845-3477,www.m-boakvilleautohaus.ca,wpedersen@m-boakville.ca,,,,,Ontario,,,"Updated GM added JK 
July 2nd 2013",
1029,M.M.D.A.,M.M.D.A., N/A,,Other,2013-12-31,Inactive,Cancelled Membership,2013-03-19,,0,,230-530 Century Street,Winnipeg,Toronto,Toronto,R3H 0Y4,Alberta,204-985-4200,,204-775-9125,,scanty@mmda.mb.ca,,,,,Ontario,,,,
2353,MacCarthy Motors (Terrace) Ltd.,,,,Other,2018-08-17,Active,,2018-08-17,,0,,5004 Hwy. 16 E.,,,,V8G5S5,British Columbia,2506354941,,,www.maccarthygm.com,JWILSON@MACCARTHYGM.COM,,,,,,,,,
1030,MACFARLANE CHEVROLET BUICK GMC,MACFARLANE CHEVROLET LIMITED,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-05-21,,0,MACF01,"4219 Oil Heritage Road, Box 280",Petrolia,Petrolia ,Lambton County,N0N 1R0,Ontario,519-882-1090,1-855-864-4962 ,519-882-3366,www.macfarlanechev.com,wayne.macfarlane@macfarlanegm.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1033,MACK MACKENZIE MOTORS ,MACK MACKENZIE MOTORS LTD,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-09-08,,0,MACK01,547 New Street,Renfrew,Renfrew ,Renfrew County,K7V 1G8,Ontario,613-432-3684,1-866-839-9854,613-432-7453,www.mackmackenziemotors.com,mmmsales@nrtco.net,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1035,MACLANG (SUNDRIDGE) LTD,MACLANG (SUNDRIDGE) LTD,500-999 units - D,MacLang (Sundridge) Ltd.,Dealer,2014-12-31,Active,Active,2013-11-23,,0,MACL01,"78 Main Street, Box 539",Sundridge,Sundridge  ,Parry Sound District,POA 1ZO,Ontario,705-384-5352,1-888-804-0284,705-384-7455,www.maclang.ca,brock@maclang.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1038,MACMASTER BUICK GMC (2007) INC.,MACMASTER PONTIAC BUICK GMC (2007) INC.,500-999 units - A2,MacMaster Chevrolet Cadillac Buick GMC,Dealer,2013-12-31,Active,Active,2007-10-08,,0,MACM02,"207171 Highway 9 East, PO Box 7",Orangeville,Orangeville ,Dufferin County,L9W 2Z5,Ontario,519-941-1360,1-866-980-9413,519-941-2450,www.macmastergm.com,dbrackett@macmastergm.com,,,,,Ontario,,,,
1037,MACMASTER CHEVROLET CADILLAC BUICK GMC,MACMASTER CHEVROLET CADILLAC BUICK GMC,500-999 units - D,MacMaster Chevrolet Cadillac Buick GMC,Dealer,2013-12-31,Active,Active,2013-11-23,,0,MACM01,1350 Driver Lane,London,London,Middlesex County,N5V 0B4,Ontario,519-455-6200,1-888-609-6173 ,519-455-9048,www.macmasterchev.ca,kmacmaster@macmaster.on.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1041,MADSEN MOTORS ,MADSEN MOTORS LTD. #84228,149 or less units - A,,Dealer,2013-12-31,Active,Active,2013-09-08,,0,MADS01,"50 King Street, Box 549",Sioux Lookout,Sioux Lookout,Kenora District,P8T 1A8,Ontario,807-737-1450,,807-737-2523,www.madsengm.com,nmadsen@madsengm.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
2300,Mainway Mazda,Mainway Motors Ltd.,,,Other,2018-08-02,Active,,2018-08-02,,0,,321 Circle Dr. W.,,,,S7L5S8,Saskatchewan,3063733711,,,www.mainwaymazda.ca,DMILNE@RMAUTOGROUP.CA,,,,,,,,,
1042,MAITLAND LEWIS MOTORS LTD,MAITLAND LEWIS MOTORS LTD,300-499 units - C,,Dealer,2013-12-31,Inactive,Active,2013-05-21,,0,MAIT01,1124 Great Northern Road,Sault Ste. Marie,Sault Ste Marie ,Algoma District,P6A 5K7,Ontario,705-759-3468,,705-759-7832,www.maitlandford.com,info@maitlandford.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1044,MANHEIM CANADA ,MANHEIM CANADA , N/A,COX AUTOMOTIVE GROUP,Associate,2013-12-31,Active,Active,2013-04-13,,0,MANH01,8277 Lawson Road,Milton,Milton ,Halton Region,L9T 5C7,Ontario,905-275-3000,,905-875-2910,www.manheim.com,sherry.lohan@manheim.com,,,,,Ontario,,,,
1864,MANITOULIN CHRYSLER LIMITED,MANITOULIN CHRYSLER LIMITED, N/A,,Dealer,2013-12-31,Active,Cancelled Membership,2013-07-31,,0,MANI01,"6015 Highway 542, Box 143",Mindemoya ,Northeastern Manitoulin and The Islands ,Manitoulin District,P0P 1S0,Ontario,705-377-6603,1-888-827-9304,705-377-7181,www.manitoulinchrysler.com,,,,,,Ontario,,,,
1045,MANLEY MOTORS LIMITED,MANLEY MOTORS LIMITED,149 or less units - A,,Dealer,2013-12-31,Active,Active,2013-05-21,,0,MANL01,76 William Street North ,Lindsay,Kawartha Lakes,Kawartha Lakes,K9V 4A5,Ontario,705-324-3545,1-866-906-0188,705-324-0186,www.manleymotors.ca,sales@manleychrysler.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
112,MAPLE ACURA,MAPLE ACURA,0-499 Units - A1,Zanchin Group,Dealer,2013-12-31,Active,Active,2010-08-05,,0,MAPL05,111 Auto Vaughan Drive,Maple,Vaughan ,York Region,L6A 4A1,Ontario,905-832-1277,1-877-761-0032,905-832-1201,www.mapleacura.com,carmen@zanchinauto.com ,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1046,MAPLE HONDA,89 AUTO VAUGHAN SALES LTD.,500-999 units - A2,Zanchin Group,Dealer,2013-12-31,Active,Active,2009-05-06,,0,MAPL02,89 Auto Vaughan Drive,Maple,Vaughan ,York Region,L6A 4A1,Ontario,905-832-1202,,905-832-6969,www.maplehonda.com,tony@maplehonda.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
107,MAPLE HYUNDAI,MAPLE HYUNDAI,0-499 Units - A1,Zanchin Group,Dealer,2014-12-31,Active,Active,2011-11-04,,0,MAPL07,233 Sweet River  Boulevard,Maple,Vaughan ,York Region,L6A 4G9,Ontario,905-417-8886,,905-653-9345,www.maplehyundai.ca,joon@maplehyundai.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
113,MAPLE MAZDA,MAPLE MAZDA,0-499 Units - A1,Zanchin Group,Dealer,2013-12-31,Active,Active,2009-01-09,ON20090624113713082,4533,MAPL03,110 Auto Vaughan Drive,Maple,Vaughan ,York Region,L6A 4A1,Ontario,905-832-1556,,289-304-8371,www.maplemazda.ca,reception@maplemazda.ca,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
114,MAPLE NISSAN,MAPLE NISSAN,500-999 units - A2,Zanchin Group,Dealer,2013-12-31,Active,Active,2008-01-25,,0,MAPL01,100 Auto Vaughan Drive,Maple,Vaughan ,York Region,L6A 4A1,Ontario,905-417-7211,,905-417-7282,www.maplenissan.com,info@altainfiniti.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
115,MAPLE TOYOTA,MAPLE TOYOTA,500-999 units - A2,Zanchin Group,Dealer,2013-12-31,Active,Active,2006-02-24,,0,TOYO01,88 Auto Vaughan Boulevard,Maple,Vaughan ,York Region,L6A 4A1,Ontario,905-417-9100,,905-417-4999,www.mapletoyota.com,corrado@mapletoyota.com,,,,,Ontario,,,"Updated GM added JK 
July 2nd 2013",
1769,MAPLE VOLKSWAGEN,260 Sweetriver Sales Limited,0-499 Units - A1,Zanchin Group,Dealer,2013-12-31,Active,Active,2012-10-17,,0,MAPL08,260 Sweetriver Boulevard,Vaughan,Vaughan ,York Region,L6A 4V3,Ontario,905-832-5711,,905-832-7766,www.maplevw.com,jim.g@maplevw.com,260 Sweetriver Blvd.,,Vaughan,L6A 4V3,Ontario,Canada,905 832 5711,"Updated JK 
July 2nd 2013",
1953,MARANELLO ALFA ROMEO,MARANELLO ALFA ROMEO, N/A,Remo Ferri Group of Automobiles,Dealer,2015-12-31,Active,Active,2015-10-20,,0,MARA03,200 Auto Park Circle,Vaughan,,,L4L 8R1,Ontario,416-366-3428,,,www.alfaromeoofvaughan.com,anthony@maranelloalfaromeo.com,,,,,Ontario,,,,
118,MARANELLO BMW,MARANELLO BMW,500-999 units - A2,Remo Ferri Group of Automobiles,Dealer,2013-12-31,Active,Active,1976-01-01,,4344,MARA01,55 Auto Park Circle,Woodbridge,Vaughan ,York Region,L4L 8R1,Ontario,416-213-5699,,905-856-6415,www.maranellobmw.com,ndesouza@maranellobmw.com,,,,,Ontario,,,"Updated JK 
July 2nd 2013",
1952,MARANELLO FIAT,MARANELLO FIAT, N/A,Remo Ferri Group of Automobiles,Dealer,2015-12-31,Active,,2015-10-20,,0,MARA02,200 Auto Park Circle,Woodbridge,,,L4L 8R1,Ontario,(416) 366-3428,,,,fcaietta@maranellofiat.com,,,,,Ontario,,,Paid 2018 membership Fees in Feb 2018 - BT,
508,MARCH FORD INC.,MARCH FORD INC.,150-299 units - B,,Dealer,2013-12-31,Inactive,Active,2013-09-08,,4362,CARL02,"10441 Highway 7, Box 428",Carleton Place,Carleton Place ,Lanark County,K7C 3P5,Ontario,613-257-3988,,613 257-8878,www.carletonford.com,mitch@marchgroup.ca,,,,,Ontario,,,"

Updated name to March Ford Inc. May 12 2016 ",
